,Questions,References,Responses,Node_0,Node_1,Score_0,Score_1
10,投资者交易、申赎LOF时，需要遵守什么规定？,（一）当日买入的LOF份额，次一交易日可以赎回； （二）当日申购的LOF份额，在交收前不得卖出或者赎回。,"投资者交易、申赎LOF时，需要遵守以下规定：
（一）当日买入的LOF份额，次一交易日可以赎回；
（二）当日申购的LOF份额，在交收前不得卖出或者赎回。",第四十三条投资者交易、申赎LOF时，应当遵守下列规定：,"（一）当日买入的LOF份额，次一交易日可以赎回；
（二）当日申购的LOF份额，在交收前不得卖出或者赎回。",0.7367771315645906,0.7247360693928899
11,今天天气如何？,十分抱歉！您的提问超出了我的知识范围，您还可以询问其他合规相关问题，我会尽力为您解答。,"I'm sorry, but I don't have any information about the weather. My expertise is in providing answers based on the given context information.","证券交易所应当为组织公平的集中交易提供保障，实时公布证券交易即时行情，并按交易日制作证券市场行情表，予以公布。
证券交易即时行情的权益由证券交易所依法享有。未经证券交易所许可，任何单位和个人不得发布证券交易即时行情。",证券公司应当按照证券交易所的规定，在每日收市后向其报告当日客户融资融券交易的有关信息。证券交易所应当对证券公司报送的信息进行汇总、统计，并在次一交易日开市前予以公告。,0.5573695505873243,0.5471260898470021
12,A股各版块定位是什么？,"主板突出“大盘蓝筹”特色，重点支持业务模式成熟、经营业绩稳定、规模较大、具有行业代表性的优质企业。
科创板面向世界科技前沿、面向经济主战场、面向国家重大需求。优先支持符合国家战略，拥有关键核心技术，科技创新能力突出，主要依靠核心技术开展生产经营，具有稳定的商业模式，市场认可度高，社会形象良好，具有较强成长性的企业。
创业板深入贯彻创新驱动发展战略，适应发展更多依靠创新、创造、创意的大趋势，主要服务成长型创新创业企业，支持传统产业与新技术、新产业、新业态、新模式深度融合。",A股各版块的定位是根据不同的特点和需求来确定的。主板突出“大盘蓝筹”特色，重点支持业务模式成熟、经营业绩稳定、规模较大、具有行业代表性的优质企业。科创板面向世界科技前沿、面向经济主战场、面向国家重大需求，优先支持符合国家战略，拥有关键核心技术，科技创新能力突出，具有稳定的商业模式，市场认可度高，社会形象良好，具有较强成长性的企业。创业板深入贯彻创新驱动发展战略，适应发展更多依靠创新、创造、创意的大趋势，主要服务成长型创新创业企业，支持传统产业与新技术、新产业、新业态、新模式深度融合。,第八十二条板块定位,"发行人申请首次公开发行股票并上市，应当符合相关板块定位。
主板突出“大盘蓝筹”特色，重点支持业务模式成熟、经营业绩稳定、规模较大、具有行业代表性的优质企业。
科创板面向世界科技前沿、面向经济主战场、面向国家重大需求。优先支持符合国家战略，拥有关键核心技术，科技创新能力突出，主要依靠核心技术开展生产经营，具有稳定的商业模式，市场认可度高，社会形象良好，具有较强成长性的企业。
创业板深入贯彻创新驱动发展战略，适应发展更多依靠创新、创造、创意的大趋势，主要服务成长型创新创业企业，支持传统产业与新技术、新产业、新业态、新模式深度融合。",0.7301035247917617,0.7174954590840782
13,ipo发行人需遵守哪些事项？,"发行人应当诚实守信，依法充分披露投资者作出价值判断和投资决策所必需的信息，充分揭示当前及未来可预见的、对发行人构成重大不利影响的直接和间接风险，所披露信息必须真实、准确、完整，简明清晰、通俗易懂，不得有虚假记载、误导性陈述或者重大遗漏。
发行人应当按保荐人、证券服务机构要求，依法向其提供真实、准确、完整的财务会计资料和其他资料，配合相关机构开展尽职调查和其他相关工作。
发行人的控股股东、实际控制人、董事、监事、高级管理人员、有关股东应当配合相关机构开展尽职调查和其他相关工作，不得要求或者协助发行人隐瞒应当提供的资料或者应当披露的信息。","发行人在首次公开发行股票并上市时，需要遵守以下事项：
1. 诚实守信，依法充分披露投资者作出价值判断和投资决策所必需的信息。
2. 充分揭示当前及未来可预见的、对发行人构成重大不利影响的直接和间接风险。
3. 所披露的信息必须真实、准确、完整，简明清晰、通俗易懂，不得有虚假记载、误导性陈述或者重大遗漏。
4. 按保荐人、证券服务机构要求，向其提供真实、准确、完整的财务会计资料和其他资料，配合相关机构开展尽职调查和其他相关工作。
5. 控股股东、实际控制人、董事、监事、高级管理人员、有关股东应当配合相关机构开展尽职调查和其他相关工作，不得要求或者协助发行人隐瞒应当提供的资料或者应当披露的信息。
6. 按照中国证监会制定的信息披露规则，编制并披露招股说明书，保证相关信息真实、准确、完整。
7. 信息披露内容应当简明清晰，通俗易懂，不得有虚假记载、误导性陈述或者重大遗漏。
8. 不论上述规则是否有明确规定，凡是投资者作出价值判断和投资决策所必需的信息，发行人均应当充分披露，内容应当真实、准确、完整。","发行人应当诚实守信，依法充分披露投资者作出价值判断和投资决策所必需的信息，充分揭示当前及未来可预见的、对发行人构成重大不利影响的直接和间接风险，所披露信息必须真实、准确、完整，简明清晰、通俗易懂，不得有虚假记载、误导性陈述或者重大遗漏。
发行人应当按保荐人、证券服务机构要求，依法向其提供真实、准确、完整的财务会计资料和其他资料，配合相关机构开展尽职调查和其他相关工作。
发行人的控股股东、实际控制人、董事、监事、高级管理人员、有关股东应当配合相关机构开展尽职调查和其他相关工作，不得要求或者协助发行人隐瞒应当提供的资料或者应当披露的信息。","发行人申请首次公开发行股票并上市，应当按照中国证监会制定的信息披露规则，编制并披露招股说明书，保证相关信息真实、准确、完整。信息披露内容应当简明清晰，通俗易懂，不得有虚假记载、误导性陈述或者重大遗漏。
中国证监会制定的信息披露规则是信息披露的最低要求。不论上述规则是否有明确规定，凡是投资者作出价值判断和投资决策所必需的信息，发行人均应当充分披露，内容应当真实、准确、完整。",0.7335717373258112,0.7302257968914861
14,ipo保荐人应当遵守哪些事项？,保荐人应当诚实守信，勤勉尽责，按照依法制定的业务规则和行业自律规范的要求，充分了解发行人经营情况、风险和发展前景，以提高上市公司质量为导向，根据相关板块定位保荐项目，对注册申请文件和信息披露资料进行审慎核查，对发行人是否符合发行条件、上市条件独立作出专业判断，审慎作出推荐决定，并对招股说明书及其所出具的相关文件的真实性、准确性、完整性负责。,保荐人应当诚实守信，勤勉尽责，按照依法制定的业务规则和行业自律规范的要求，充分了解发行人经营情况、风险和发展前景，以提高上市公司质量为导向，根据相关板块定位保荐项目，对注册申请文件和信息披露资料进行审慎核查，对发行人是否符合发行条件、上市条件独立作出专业判断，审慎作出推荐决定，并对招股说明书及其所出具的相关文件的真实性、准确性、完整性负责。,保荐人应当诚实守信，勤勉尽责，按照依法制定的业务规则和行业自律规范的要求，充分了解发行人经营情况、风险和发展前景，以提高上市公司质量为导向，根据相关板块定位保荐项目，对注册申请文件和信息披露资料进行审慎核查，对发行人是否符合发行条件、上市条件独立作出专业判断，审慎作出推荐决定，并对招股说明书及其所出具的相关文件的真实性、准确性、完整性负责。,依照本法规定聘请保荐人的，还应当报送保荐人出具的发行保荐书。,0.6983034993116065,0.6959630828699053
15,在ipo中，证券服务机构需要遵守哪些事项？,"证券服务机构应当严格遵守法律法规、中国证监会制定的监管规则、业务规则和本行业公认的业务标准和道德规范，建立并保持有效的质量控制体系，保护投资者合法权益，审慎履行职责，作出专业判断与认定，保证所出具文件的真实性、准确性和完整性。
证券服务机构及其相关执业人员应当对与本专业相关的业务事项履行特别注意义务，对其他业务事项履行普通注意义务，并承担相应法律责任。
证券服务机构及其执业人员从事证券服务应当配合中国证监会的监督管理，在规定的期限内提供、报送或披露相关资料、信息，并保证其提供、报送或披露的资料、信息真实、准确、完整，不得有虚假记载、误导性陈述或者重大遗漏。
证券服务机构应当妥善保存客户委托文件、核查和验证资料、工作底稿以及与质量控制、内部管理、业务经营有关的信息和资料。","证券服务机构在IPO中需要遵守以下事项：
1. 严格遵守法律法规、中国证监会制定的监管规则、业务规则和本行业公认的业务标准和道德规范。
2. 建立并保持有效的质量控制体系，保护投资者合法权益。
3. 审慎履行职责，作出专业判断与认定。
4. 保证所出具文件的真实性、准确性和完整性。
5. 对与本专业相关的业务事项履行特别注意义务，对其他业务事项履行普通注意义务，并承担相应法律责任。
6. 配合中国证监会的监督管理，在规定的期限内提供、报送或披露相关资料、信息，并保证其提供、报送或披露的资料、信息真实、准确、完整，不得有虚假记载、误导性陈述或者重大遗漏。
7. 妥善保存客户委托文件、核查和验证资料、工作底稿以及与质量控制、内部管理、业务经营有关的信息和资料。","证券服务机构应当严格遵守法律法规、中国证监会制定的监管规则、业务规则和本行业公认的业务标准和道德规范，建立并保持有效的质量控制体系，保护投资者合法权益，审慎履行职责，作出专业判断与认定，保证所出具文件的真实性、准确性和完整性。
证券服务机构及其相关执业人员应当对与本专业相关的业务事项履行特别注意义务，对其他业务事项履行普通注意义务，并承担相应法律责任。
证券服务机构及其执业人员从事证券服务应当配合中国证监会的监督管理，在规定的期限内提供、报送或披露相关资料、信息，并保证其提供、报送或披露的资料、信息真实、准确、完整，不得有虚假记载、误导性陈述或者重大遗漏。
证券服务机构应当妥善保存客户委托文件、核查和验证资料、工作底稿以及与质量控制、内部管理、业务经营有关的信息和资料。","会计师事务所、律师事务所以及从事证券投资咨询、资产评估、资信评级、财务顾问、信息技术系统服务的证券服务机构，应当勤勉尽责、恪尽职守，按照相关业务规则为证券的交易及相关活动提供服务。
从事证券投资咨询服务业务，应当经国务院证券监督管理机构核准；未经核准，不得为证券的交易及相关活动提供服务。从事其他证券服务业务，应当报国务院证券监督管理机构和国务院有关主管部门备案。",0.6409295712621343,0.6224097176156285
16,证监会对ipo申请通过注册，是不是代表对投资者收益有了保证？,"不是。
对发行人首次公开发行股票申请予以注册，不表明中国证监会和交易所对该股票的投资价值或者投资者的收益作出实质性判断或者保证，也不表明中国证监会和交易所对注册申请文件的真实性、准确性、完整性作出保证。
以上内容仅供参考，请查阅相关文件进行确认。","No, the registration of an IPO application by the China Securities Regulatory Commission (证监会) does not guarantee or provide assurance of investment returns for investors.",上市公司向特定对象发行证券的，上市公司及其控股股东、实际控制人、主要股东不得向发行对象做出保底保收益或者变相保底保收益承诺，也不得直接或者通过利益相关方向发行对象提供财务资助或者其他补偿。,对发行人首次公开发行股票申请予以注册，不表明中国证监会和交易所对该股票的投资价值或者投资者的收益作出实质性判断或者保证，也不表明中国证监会和交易所对注册申请文件的真实性、准确性、完整性作出保证。,0.7286768204109624,0.7258527076215574
17,ipo予以注册决定的有效期是多少？,中国证监会的予以注册决定，自作出之日起一年内有效，发行人应当在注册决定有效期内发行股票，发行时点由发行人自主选择。,一年内有效。,中国证监会的予以注册决定，自作出之日起一年内有效，发行人应当在注册决定有效期内发行股票，发行时点由发行人自主选择。,国务院证券监督管理机构或者国务院授权的部门应当自受理证券发行申请文件之日起三个月内，依照法定条件和法定程序作出予以注册或者不予注册的决定，发行人根据要求补充、修改发行申请文件的时间不计算在内。不予注册的，应当说明理由。,0.6933571904561291,0.6822453666041978
18,在什么情况下ipo会终止发行上市审核程序或者发行注册程序？,"存在下列情形之一的，交易所或者中国证监会应当终止相应发行上市审核程序或者发行注册程序，并向发行人说明理由： 
 （一）发行人撤回注册申请或者保荐人撤销保荐； 
 （二）发行人未在要求的期限内对注册申请文件作出解释说明或者补充、修改； 
 （三）注册申请文件存在虚假记载、误导性陈述或者重大遗漏； 
 （四）发行人阻碍或者拒绝中国证监会、交易所依法对发行人实施检查、核查； 
 （五）发行人及其关联方以不正当手段严重干扰发行上市审核或者发行注册工作； 
 （六）发行人法人资格终止； 
 （七）注册申请文件内容存在重大缺陷，严重影响投资者理解和发行上市审核或者发行注册工作； 
 （八）发行人注册申请文件中记载的财务资料已过有效期且逾期三个月未更新； 
 （九）发行人发行上市审核程序中止超过交易所规定的时限或者发行注册程序中止超过三个月仍未恢复； 
 （十）交易所认为发行人不符合发行条件或者信息披露要求； 
 （十一）中国证监会规定的其他情形。","发行上市审核程序或者发行注册程序可能会在以下情况下终止：
1. 发行人撤回注册申请或者保荐人撤销保荐；
2. 发行人未在要求的期限内对注册申请文件作出解释说明或者补充、修改；
3. 注册申请文件存在虚假记载、误导性陈述或者重大遗漏；
4. 发行人阻碍或者拒绝中国证监会、交易所依法对发行人实施检查、核查；
5. 发行人及其关联方以不正当手段严重干扰发行上市审核或者发行注册工作；
6. 发行人法人资格终止；
7. 注册申请文件内容存在重大缺陷，严重影响投资者理解和发行上市审核或者发行注册工作；
8. 发行人注册申请文件中记载的财务资料已过有效期且逾期三个月未更新；
9. 发行人发行上市审核程序中止超过交易所规定的时限或者发行注册程序中止超过三个月仍未恢复；
10. 交易所认为发行人不符合发行条件或者信息披露要求；
11. 其他情况根据中国证监会规定。","存在下列情形之一的，交易所或者中国证监会应当终止相应发行上市审核程序或者发行注册程序，并向发行人说明理由：
（一）发行人撤回注册申请或者保荐人撤销保荐；
（二）发行人未在要求的期限内对注册申请文件作出解释说明或者补充、修改；
（三）注册申请文件存在虚假记载、误导性陈述或者重大遗漏；
（四）发行人阻碍或者拒绝中国证监会、交易所依法对发行人实施检查、核查；
（五）发行人及其关联方以不正当手段严重干扰发行上市审核或者发行注册工作；（六）发行人法人资格终止；
（七）注册申请文件内容存在重大缺陷，严重影响投资者理解和发行上市审核或者发行注册工作；
（八）发行人注册申请文件中记载的财务资料已过有效期且逾期三个月未更新；
（九）发行人发行上市审核程序中止超过交易所规定的时限或者发行注册程序中止超过三个月仍未恢复；
（十）交易所认为发行人不符合发行条件或者信息披露要求；
（十一）中国证监会规定的其他情形。",交易所认为发行人不符合发行条件或者信息披露要求，作出终止发行上市审核决定，或者中国证监会作出不予注册决定的，自决定作出之日起六个月后，发行人可以再次提出公开发行股票并上市申请。,0.7523555882890637,0.7463273813123753
19,ipo后锁定期是多少？,发行人控股股东和实际控制人及其亲属应当披露所持股份自发行人股票上市之日起三十六个月不得转让的锁定安排。,"The lock-up period after an IPO is 36 months for the controlling shareholders, actual controllers, and their relatives.","发行人应当在招股说明书中披露公开发行股份前已发行股份的锁定期安排，特别是尚未盈利情况下发行人控股股东、实际控制人、董事、监事、高级管理人员股份的锁定期安排。
发行人控股股东和实际控制人及其亲属应当披露所持股份自发行人股票上市之日起三十六个月不得转让的锁定安排。
首次公开发行股票并在科创板上市的，还应当披露核心技术人员股份的锁定期安排。
保荐人和发行人律师应当就本条事项是否符合有关规定发表专业意见。","招股说明书的有效期为六个月，自公开发行前最后一次签署之日起算。
招股说明书引用经审计的财务报表在其最近一期截止日后六个月内有效，特殊情况下可以适当延长，但至多不超过三个月。财务报表应当以年度末、半年度末或者季度末为截止日。",0.631459678091126,0.5949156551333793
20,在ipo中违规会有什么处罚措施？,发行人及其控股股东和实际控制人、董事、监事、高级管理人员，保荐人、承销商、证券服务机构及其相关执业人员，在股票公开发行并上市相关的活动中存在其他违反本办法规定行为的，中国证监会视情节轻重，可以采取责令改正、监管谈话、出具警示函、责令公开说明、责令定期报告等监管措施；情节严重的，可以对有关责任人员采取证券市场禁入的措施。,中国证监会可以采取责令改正、监管谈话、出具警示函、责令公开说明、责令定期报告等监管措施；情节严重的，可以对有关责任人员采取证券市场禁入的措施。,发行人及其控股股东和实际控制人、董事、监事、高级管理人员，保荐人、承销商、证券服务机构及其相关执业人员，在股票公开发行并上市相关的活动中存在其他违反本办法规定行为的，中国证监会视情节轻重，可以采取责令改正、监管谈话、出具警示函、责令公开说明、责令定期报告等监管措施；情节严重的，可以对有关责任人员采取证券市场禁入的措施。,"发行人的控股股东、实际控制人违反本办法规定，致使发行人所报送的注册申请文件和披露的信息存在虚假记载、误导性陈述或者重大遗漏，或者组织、指使发行人进行财务造假、利润操纵或者在证券发行文件中隐瞒重要事实或编造重大虚假内容的，中国证监会可以对有关责任人员采取证券市场禁入的措施。
发行人的董事、监事和高级管理人员及其他信息披露义务人违反本办法规定，致使发行人所报送的注册申请文件和披露的信息存在虚假记载、误导性陈述或者重大遗漏的，中国证监会视情节轻重，可以对有关责任人员采取责令改正、监管谈话、出具警示函等监管措施；情节严重的，可以采取证券市场禁入的措施。",0.7119974751423277,0.7109395410116915
21,证券法的适用范围是什么？,"在中华人民共和国境内，股票、公司债券、存托凭证和国务院依法认定的其他证券的发行和交易，适用本法；本法未规定的，适用《中华人民共和国公司法》和其他法律、行政法规的规定。

政府债券、证券投资基金份额的上市交易，适用本法；其他法律、行政法规另有规定的，适用其规定。

资产支持证券、资产管理产品发行、交易的管理办法，由国务院依照本法的原则规定。

在中华人民共和国境外的证券发行和交易活动，扰乱中华人民共和国境内市场秩序，损害境内投资者合法权益的，依照本法有关规定处理并追究法律责任。",证券法的适用范围是证券业和银行业、信托业、保险业的分业经营和分业管理。证券公司与银行、信托、保险业务机构分别设立，除非国家另有规定。,证券业和银行业、信托业、保险业实行分业经营、分业管理，证券公司与银行、信托、保险业务机构分别设立。国家另有规定的除外。,"收购要约提出的各项收购条件，适用于被收购公司的所有股东。
上市公司发行不同种类股份的，收购人可以针对不同种类股份提出不同的收购条件。",0.685530601081427,0.6851878420309051
22,什么是证券公开发行？,"公开发行证券，必须符合法律、行政法规规定的条件，并依法报经国务院证券监督管理机构或者国务院授权的部门注册。未经依法注册，任何单位和个人不得公开发行证券。证券发行注册制的具体范围、实施步骤，由国务院规定。

有下列情形之一的，为公开发行：

（一）向不特定对象发行证券；

（二）向特定对象发行证券累计超过二百人，但依法实施员工持股计划的员工人数不计算在内；

（三）法律、行政法规规定的其他发行行为。

非公开发行证券，不得采用广告、公开劝诱和变相公开方式。",证券公开发行是指向不特定对象或特定对象发行证券的行为。根据中华人民共和国证券法的规定，有以下情形之一的，可以被认定为公开发行：向不特定对象发行证券；向特定对象发行证券累计超过二百人，但依法实施员工持股计划的员工人数不计算在内；法律、行政法规规定的其他发行行为。在证券公开发行前，发行人应当依照法律、行政法规的规定，在证券公开发行前公告公开发行募集文件，并将该文件置备于指定场所供公众查阅。,"有下列情形之一的，为公开发行：
（一）向不特定对象发行证券；
（二）向特定对象发行证券累计超过二百人，但依法实施员工持股计划的员工人数不计算在内；
（三）法律、行政法规规定的其他发行行为。","证券发行申请经注册后，发行人应当依照法律、行政法规的规定，在证券公开发行前公告公开发行募集文件，并将该文件置备于指定场所供公众查阅。
发行证券的信息依法公开前，任何知情人不得公开或者泄露该信息。
发行人不得在公告公开发行募集文件前发行证券。",0.6925148442582651,0.6845079762983872
